"caller_class","caller_method","caller_qualified","callee_function","file_path","line_number"
"firebase::firestore::FieldValueInternal","ToJava","firebase::firestore::FieldValueInternal::ToJava","firebase::firestore::jni::ArenaRef::get","firestore/src/android/field_value_android.cc",440
"firebase::firestore::FieldValueInternal","ToJava","firebase::firestore::FieldValueInternal::ToJava","firebase::firestore::FieldValueInternal::GetEnv","firestore/src/android/field_value_android.cc",434
"firebase::firestore::FieldValueInternal","ToJava","firebase::firestore::FieldValueInternal::ToJava","firebase::firestore::FieldValueInternal::GetEnv","firestore/src/android/field_value_android.cc",439
"firebase::firestore::FieldValueInternal","ToJava","firebase::firestore::FieldValueInternal::ToJava","firebase::firestore::jni::Local<Object>::Local","firestore/src/android/field_value_android.cc",440
"firebase::firestore::FieldValueInternal","~FieldValueInternal","firebase::firestore::FieldValueInternal::~FieldValueInternal","std::__1::shared_ptr<vector<unsigned char, allocator<unsigned char>>>::~shared_ptr","firestore/src/android/field_value_android.h",39
"firebase::firestore::FieldValueInternal","~FieldValueInternal","firebase::firestore::FieldValueInternal::~FieldValueInternal","firebase::firestore::jni::ArenaRef::~ArenaRef","firestore/src/android/field_value_android.h",39
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","std::__1::move","firestore/src/android/field_value_android.cc",309
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","std::__1::make_shared","firestore/src/android/field_value_android.cc",305
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","firebase::firestore::jni::Env::ok","firestore/src/android/field_value_android.cc",308
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","firebase::firestore::jni::Env::GetArrayRegion","firestore/src/android/field_value_android.cc",306
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","std::__1::shared_ptr<vector<unsigned char, allocator<unsigned char>>>::~shared_ptr","firestore/src/android/field_value_android.cc",311
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","firebase::firestore::BlobInternal::ToBytes","firestore/src/android/field_value_android.cc",302
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","firebase::firestore::jni::Local<BlobInternal>::~Local","firestore/src/android/field_value_android.cc",311
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","firebase::firestore::FieldValueInternal::Cast","firestore/src/android/field_value_android.cc",297
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","std::__1::shared_ptr<vector<unsigned char, allocator<unsigned char>>>::operator=","firestore/src/android/field_value_android.cc",309
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","std::__1::shared_ptr<vector<unsigned char, allocator<unsigned char>>>::get","firestore/src/android/field_value_android.cc",298
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","firebase::firestore::jni::Array<unsigned char>::Size","firestore/src/android/field_value_android.cc",303
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","std::__1::vector<unsigned char, allocator<unsigned char>>::front","firestore/src/android/field_value_android.cc",306
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","std::__1::shared_ptr<vector<unsigned char, allocator<unsigned char>>>::operator->","firestore/src/android/field_value_android.cc",306
"firebase::firestore::FieldValueInternal","EnsureCachedBlob","firebase::firestore::FieldValueInternal::EnsureCachedBlob","firebase::firestore::jni::Local<Array<unsigned char>>::~Local","firestore/src/android/field_value_android.cc",311
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","std::__1::vector<FieldValue, allocator<FieldValue>>::size","firestore/src/android/field_value_android.cc",424
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","std::__1::vector<FieldValue, allocator<FieldValue>>::size","firestore/src/android/field_value_android.cc",425
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/field_value_android.cc",426
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::jni::Class::~Class","firestore/src/android/field_value_android.cc",424
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::jni::Env::NewArray","firestore/src/android/field_value_android.cc",424
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::FieldValueInternal::ToJava","firestore/src/android/field_value_android.cc",426
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::jni::Local<Array<Object>>::~Local","firestore/src/android/field_value_android.cc",429
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::jni::Object::GetClass","firestore/src/android/field_value_android.cc",424
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::jni::Array<Object>::Set","firestore/src/android/field_value_android.cc",426
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","std::__1::vector<FieldValue, allocator<FieldValue>>::operator[]","firestore/src/android/field_value_android.cc",426
"firebase::firestore::FieldValueInternal","MakeArray","firebase::firestore::FieldValueInternal::MakeArray","firebase::firestore::jni::Local<Array<Object>>::Local","firestore/src/android/field_value_android.cc",428
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/android/field_value_android.cc",419
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::LogAssert","firestore/src/android/field_value_android.cc",403
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::LogAssert","firestore/src/android/field_value_android.cc",406
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::LogAssert","firestore/src/android/field_value_android.cc",414
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::LogAssert","firestore/src/android/field_value_android.cc",417
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::Object::ToString","firestore/src/android/field_value_android.cc",419
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/field_value_android.cc",408
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/field_value_android.cc",419
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::Env::NewStringUtf","firestore/src/android/field_value_android.cc",419
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::ArenaRef::get","firestore/src/android/field_value_android.cc",403
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::ArenaRef::get","firestore/src/android/field_value_android.cc",408
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::ArenaRef::get","firestore/src/android/field_value_android.cc",419
"firebase::firestore::FieldValueInternal","Cast","firebase::firestore::FieldValueInternal::Cast","firebase::firestore::jni::Local<Object>::CastTo","firestore/src/android/field_value_android.cc",408
"firebase::firestore::DocumentSnapshotInternal","reference","firebase::firestore::DocumentSnapshotInternal::reference","firebase::firestore::Wrapper::GetEnv","firestore/src/android/document_snapshot_android.cc",85
"firebase::firestore::DocumentSnapshotInternal","reference","firebase::firestore::DocumentSnapshotInternal::reference","firebase::firestore::FirestoreInternal::NewDocumentReference","firestore/src/android/document_snapshot_android.cc",87
"firebase::firestore::DocumentSnapshotInternal","reference","firebase::firestore::DocumentSnapshotInternal::reference","firebase::firestore::jni::Env::~Env","firestore/src/android/document_snapshot_android.cc",88
"firebase::firestore::DocumentSnapshotInternal","firestore","firebase::firestore::DocumentSnapshotInternal::firestore","firebase::LogAssert","firestore/src/android/document_snapshot_android.cc",72
"firebase::firestore::DocumentSnapshotInternal","firestore","firebase::firestore::DocumentSnapshotInternal::firestore","firebase::firestore::FirestoreInternal::firestore_public","firestore/src/android/document_snapshot_android.cc",72
"firebase::firestore::DocumentSnapshotInternal","firestore","firebase::firestore::DocumentSnapshotInternal::firestore","firebase::firestore::FirestoreInternal::firestore_public","firestore/src/android/document_snapshot_android.cc",73
"firebase::firestore::DocumentSnapshotInternal","id","firebase::firestore::DocumentSnapshotInternal::id","std::__1::basic_string<char, char_traits<char>, allocator<char>>::empty","firestore/src/android/document_snapshot_android.cc",77
"firebase::firestore::DocumentSnapshotInternal","id","firebase::firestore::DocumentSnapshotInternal::id","firebase::firestore::Wrapper::GetEnv","firestore/src/android/document_snapshot_android.cc",78
"firebase::firestore::DocumentSnapshotInternal","id","firebase::firestore::DocumentSnapshotInternal::id","firebase::firestore::jni::Env::~Env","firestore/src/android/document_snapshot_android.cc",80
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::FieldValue::FieldValue","firestore/src/android/document_snapshot_android.cc",125
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::Wrapper::GetEnv","firestore/src/android/document_snapshot_android.cc",118
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/document_snapshot_android.cc",131
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::jni::Env::Call","firestore/src/android/document_snapshot_android.cc",123
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::jni::Env::~Env","firestore/src/android/document_snapshot_android.cc",131
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::FieldPathConverter::Create","firestore/src/android/document_snapshot_android.cc",119
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::FieldValueInternal::Create","firestore/src/android/document_snapshot_android.cc",130
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::ServerTimestampBehaviorInternal::Create","firestore/src/android/document_snapshot_android.cc",128
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","firebase::firestore::DocumentSnapshotInternal::GetValue","firestore/src/main/document_snapshot_main.cc",92
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/main/document_snapshot_main.cc",85
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/main/document_snapshot_main.cc",85
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::FieldValue::map_value","firestore/src/main/document_snapshot_main.cc",87
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::FieldValue::~FieldValue","firestore/src/main/document_snapshot_main.cc",88
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","std::__1::unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>::unordered_map","firestore/src/android/document_snapshot_android.cc",110
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","std::__1::unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>::unordered_map","firestore/src/main/document_snapshot_main.cc",82
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::Wrapper::GetEnv","firestore/src/android/document_snapshot_android.cc",103
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::jni::Local<Object>::~Local","firestore/src/android/document_snapshot_android.cc",114
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::jni::Object::operator bool","firestore/src/android/document_snapshot_android.cc",107
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::jni::Env::~Env","firestore/src/android/document_snapshot_android.cc",114
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::FieldValueInternal::FieldValueInternal","firestore/src/android/document_snapshot_android.cc",113
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::FieldValueInternal::~FieldValueInternal","firestore/src/android/document_snapshot_android.cc",113
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::FieldValueInternal::map_value","firestore/src/android/document_snapshot_android.cc",113
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::ServerTimestampBehaviorInternal::Create","firestore/src/android/document_snapshot_android.cc",104
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","firebase::firestore::DocumentSnapshotInternal::ConvertObject","firestore/src/main/document_snapshot_main.cc",84
"firebase::firestore::DocumentSnapshotInternal","metadata","firebase::firestore::DocumentSnapshotInternal::metadata","firebase::firestore::SnapshotMetadata::SnapshotMetadata","firestore/src/main/document_snapshot_main.cc",73
"firebase::firestore::DocumentSnapshotInternal","metadata","firebase::firestore::DocumentSnapshotInternal::metadata","firebase::firestore::Wrapper::GetEnv","firestore/src/android/document_snapshot_android.cc",91
"firebase::firestore::DocumentSnapshotInternal","metadata","firebase::firestore::DocumentSnapshotInternal::metadata","firebase::firestore::SnapshotMetadataInternal::ToPublic","firestore/src/android/document_snapshot_android.cc",93
"firebase::firestore::DocumentSnapshotInternal","metadata","firebase::firestore::DocumentSnapshotInternal::metadata","firebase::firestore::jni::Env::~Env","firestore/src/android/document_snapshot_android.cc",94
"firebase::firestore::DocumentSnapshotInternal","exists","firebase::firestore::DocumentSnapshotInternal::exists","firebase::firestore::Wrapper::GetEnv","firestore/src/android/document_snapshot_android.cc",97
"firebase::firestore::DocumentSnapshotInternal","exists","firebase::firestore::DocumentSnapshotInternal::exists","firebase::firestore::jni::Env::Call","firestore/src/android/document_snapshot_android.cc",98
"firebase::firestore::DocumentSnapshotInternal","exists","firebase::firestore::DocumentSnapshotInternal::exists","firebase::firestore::jni::Env::~Env","firestore/src/android/document_snapshot_android.cc",99
"firebase::firestore::DocumentSnapshotInternal","GetValue","firebase::firestore::DocumentSnapshotInternal::GetValue","firebase::firestore::FieldValue::FieldValue","firestore/src/main/document_snapshot_main.cc",102
"firebase::firestore::DocumentSnapshotInternal","GetValue","firebase::firestore::DocumentSnapshotInternal::GetValue","firebase::firestore::DocumentSnapshotInternal::ConvertAnyValue","firestore/src/main/document_snapshot_main.cc",100
"firebase::firestore::DocumentSnapshotInternal","Hash","firebase::firestore::DocumentSnapshotInternal::Hash","firebase::firestore::Wrapper::GetEnv","firestore/src/android/document_snapshot_android.cc",134
"firebase::firestore::DocumentSnapshotInternal","Hash","firebase::firestore::DocumentSnapshotInternal::Hash","firebase::firestore::jni::Env::Call","firestore/src/android/document_snapshot_android.cc",135
"firebase::firestore::DocumentSnapshotInternal","Hash","firebase::firestore::DocumentSnapshotInternal::Hash","firebase::firestore::jni::Env::~Env","firestore/src/android/document_snapshot_android.cc",136
"firebase::firestore::DocumentSnapshotInternal","DocumentSnapshotInternal","firebase::firestore::DocumentSnapshotInternal::DocumentSnapshotInternal","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/android/document_snapshot_android.h",33
"firebase::firestore::DocumentSnapshotInternal","DocumentSnapshotInternal","firebase::firestore::DocumentSnapshotInternal::DocumentSnapshotInternal","firebase::firestore::Wrapper::Wrapper","firestore/src/android/document_snapshot_android.h",33
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/main/document_snapshot_main.cc",176
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/main/document_snapshot_main.cc",177
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/main/document_snapshot_main.cc",177
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/main/document_snapshot_main.cc",178
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::FieldValue::Null","firestore/src/main/document_snapshot_main.cc",152
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::FieldValue::GeoPoint","firestore/src/main/document_snapshot_main.cc",165
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::FieldValue::String","firestore/src/main/document_snapshot_main.cc",160
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::FieldValue::Timestamp","firestore/src/main/document_snapshot_main.cc",162
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::FieldValue::Double","firestore/src/main/document_snapshot_main.cc",158
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::FieldValue::Integer","firestore/src/main/document_snapshot_main.cc",156
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::FieldValue::Boolean","firestore/src/main/document_snapshot_main.cc",154
"firebase::firestore::DocumentSnapshotInternal","ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firebase::firestore::DocumentSnapshotInternal::ConvertReference","firestore/src/main/document_snapshot_main.cc",172
"firebase::firestore::DocumentSnapshotInternal","ConvertServerTimestamp","firebase::firestore::DocumentSnapshotInternal::ConvertServerTimestamp","firebase::firestore::FieldValue::Null","firestore/src/main/document_snapshot_main.cc",200
"firebase::firestore::DocumentSnapshotInternal","ConvertServerTimestamp","firebase::firestore::DocumentSnapshotInternal::ConvertServerTimestamp","firebase::firestore::FieldValue::Null","firestore/src/main/document_snapshot_main.cc",212
"firebase::firestore::DocumentSnapshotInternal","ConvertServerTimestamp","firebase::firestore::DocumentSnapshotInternal::ConvertServerTimestamp","firebase::firestore::FieldValue::Timestamp","firestore/src/main/document_snapshot_main.cc",203
"firebase::firestore::DocumentSnapshotInternal","ConvertServerTimestamp","firebase::firestore::DocumentSnapshotInternal::ConvertServerTimestamp","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firestore/src/main/document_snapshot_main.cc",210
"firebase::firestore::DocumentSnapshotInternal","ConvertReference","firebase::firestore::DocumentSnapshotInternal::ConvertReference","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","firestore/src/main/document_snapshot_main.cc",188
"firebase::firestore::DocumentSnapshotInternal","ConvertReference","firebase::firestore::DocumentSnapshotInternal::ConvertReference","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/main/document_snapshot_main.cc",188
"firebase::firestore::DocumentSnapshotInternal","ConvertReference","firebase::firestore::DocumentSnapshotInternal::ConvertReference","firebase::firestore::FieldValue::Reference","firestore/src/main/document_snapshot_main.cc",192
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","std::__1::move","firestore/src/main/document_snapshot_main.cc",144
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","firebase::firestore::FieldValue::Array","firestore/src/main/document_snapshot_main.cc",144
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","firebase::firestore::FieldValue::~FieldValue","firestore/src/main/document_snapshot_main.cc",141
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","std::__1::vector<FieldValue, allocator<FieldValue>>::vector","firestore/src/main/document_snapshot_main.cc",139
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","std::__1::vector<FieldValue, allocator<FieldValue>>::vector","firestore/src/main/document_snapshot_main.cc",144
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","std::__1::vector<FieldValue, allocator<FieldValue>>::~vector","firestore/src/main/document_snapshot_main.cc",144
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","std::__1::vector<FieldValue, allocator<FieldValue>>::~vector","firestore/src/main/document_snapshot_main.cc",145
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","std::__1::vector<FieldValue, allocator<FieldValue>>::push_back","firestore/src/main/document_snapshot_main.cc",141
"firebase::firestore::DocumentSnapshotInternal","ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertArray","firebase::firestore::DocumentSnapshotInternal::ConvertAnyValue","firestore/src/main/document_snapshot_main.cc",141
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","std::__1::move","firestore/src/main/document_snapshot_main.cc",130
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","std::__1::move","firestore/src/main/document_snapshot_main.cc",133
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","firebase::firestore::FieldValue::Map","firestore/src/main/document_snapshot_main.cc",133
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","firebase::firestore::FieldValue::operator=","firestore/src/main/document_snapshot_main.cc",130
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","firebase::firestore::FieldValue::~FieldValue","firestore/src/main/document_snapshot_main.cc",130
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","std::__1::unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>::unordered_map","firestore/src/main/document_snapshot_main.cc",126
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","std::__1::unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>::unordered_map","firestore/src/main/document_snapshot_main.cc",133
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","std::__1::unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>::~unordered_map","firestore/src/main/document_snapshot_main.cc",133
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","std::__1::unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>::~unordered_map","firestore/src/main/document_snapshot_main.cc",134
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertAnyValue","firestore/src/main/document_snapshot_main.cc",130
"firebase::firestore::DocumentSnapshotInternal","ConvertObject","firebase::firestore::DocumentSnapshotInternal::ConvertObject","std::__1::unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>::operator[]","firestore/src/main/document_snapshot_main.cc",130
"firebase::firestore::DocumentSnapshotInternal","ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertScalar","firestore/src/main/document_snapshot_main.cc",119
"firebase::firestore::DocumentSnapshotInternal","ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertServerTimestamp","firestore/src/main/document_snapshot_main.cc",113
"firebase::firestore::DocumentSnapshotInternal","ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertArray","firestore/src/main/document_snapshot_main.cc",117
"firebase::firestore::DocumentSnapshotInternal","ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertAnyValue","firebase::firestore::DocumentSnapshotInternal::ConvertObject","firestore/src/main/document_snapshot_main.cc",115
"firebase::firestore::DocumentSnapshotInternal","~DocumentSnapshotInternal","firebase::firestore::DocumentSnapshotInternal::~DocumentSnapshotInternal","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","firestore/src/android/document_snapshot_android.h",39
